        sku,store_view_code,attribute_set,type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_skus,bundle_options,configurable_variations,configurable_variation_labels,associated_skus
G939-vin,,DNA Polymerases,bundle,Default Category,base,2X PCR SensTaq HotStart MasterMix,,,,1,Taxable Goods,"Catalog, Search",115.00,30,2x pcr senstaq hotstart mastermix,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G939-1:1:0:0:1:0:0;,-*;component0:cname:checkbox:1:0,,,
G939-Dye-vin,,DNA Polymerases,bundle,Default Category,base,2X PCR SensTaq HotStart MasterMix with Dye,,,,1,Taxable Goods,"Catalog, Search",115.00,30,2x pcr senstaq hotstart mastermix with dye,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G939-Dye-1:1:0:0:1:0:0;,-*;component0:cname:checkbox:1:0,,,
G946-vin,,dntps_ntps,bundle,Default Category,base,NTP Set,,,,1,Taxable Goods,"Catalog, Search",95.00,30,ntp set,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G946-A:1:0:0:1:0:0;component1:G946-C:1:0:1:1:0:0;component2:G946-G:1:0:2:1:0:0;component3:G946-U:1:0:3:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,,,
G947L-vin,,Enzymes,bundle,Default Category,base,G947Lname,,,,1,Taxable Goods,"Catalog, Search",99999,30,g947lname,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G947S-1:1:0:0:1:0:0;component1:G947S-2:1:0:1:1:0:0;component2:G947S-3:1:0:2:1:0:0;component3:G947S-4:1:0:3:1:0:0;component4:G947S-5:1:0:4:1:0:0;component5:G947S-6-1:1:0:5:1:0:0;component6:G947S-6-2:1:0:6:1:0:0;component7:G947S-7:1:0:7:1:0:0;component8:G947S-8:1:0:8:1:0:0;component9:G947S-9:1:0:9:1:0:0;component10:RT-0:1:0:10:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7;component8:cname:checkbox:1:8;component9:cname:checkbox:1:9;component10:cname:checkbox:1:10,,,
G947S-vin,,Enzymes,bundle,Default Category,base,G947Sname,,,,1,Taxable Goods,"Catalog, Search",99999,30,g947sname,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G947S-1:1:0:0:1:0:0;component1:G947S-2:1:0:1:1:0:0;component2:G947S-3:1:0:2:1:0:0;component3:G947S-4:1:0:3:1:0:0;component4:G947S-5:1:0:4:1:0:0;component5:G947S-6-1:1:0:5:1:0:0;component6:G947S-7:1:0:6:1:0:0;component7:G947S-8:1:0:7:1:0:0;component8:G947S-9:1:0:8:1:0:0;component9:RT-0:1:0:9:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7;component8:cname:checkbox:1:8;component9:cname:checkbox:1:9,,,
G948-vin,,Enzymes,bundle,Default Category,base,G948name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g948name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G948-1:1:0:0:1:0:0;component1:G948-2:1:0:1:1:0:0;component2:G948-3:1:0:2:1:0:0;component3:E081-1:1:0:3:1:0:0;component4:E081-7:1:0:4:1:0:0;component5:E081-8:1:0:5:1:0:0;component6:RT-0:1:0:6:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6,,,
G949-vin,,Other Viral Expression,bundle,Default Category,base,G949name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g949name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:LV900-1:1:0:0:1:0:0;component1:G949-2:1:0:1:1:0:0;component2:G949-3:1:0:2:1:0:0;component3:G949-4:1:0:3:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,,,
G950-vin,,DNA RNA Cleaning,bundle,Default Category,base,G950name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g950name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G947S-9:1:0:0:1:0:0;,-*;component0:cname:checkbox:1:0,,,
G952-vin,,Enzymes,bundle,Default Category,base,G952name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g952name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G952-1:1:0:0:1:0:0;component1:G952-2:1:0:1:1:0:0;component2:G952-3:1:0:2:1:0:0;component3:E081-1:1:0:3:1:0:0;component4:E081-7:1:0:4:1:0:0;component5:E081-8:1:0:5:1:0:0;component6:G464-1:1:0:6:1:0:0;component7:RT-0:1:0:7:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7,,,
G953-vin,,Enzymes,bundle,Default Category,base,G953name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g953name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K030-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;component2:G953-1:1:0:2:1:0:0;component3:G953-2:1:0:3:1:0:0;component4:G953-3:1:0:4:1:0:0;component5:G932-1:1:0:5:1:0:0;component6:G464-1:1:0:6:1:0:0;component7:RT-0:1:0:7:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7,,,
G954-vin,,Enzymes,bundle,Default Category,base,G954name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g954name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G948-1:1:0:0:1:0:0;component1:G948-2:1:0:1:1:0:0;component2:G948-3:1:0:2:1:0:0;component3:E081-1:1:0:3:1:0:0;component4:E081-7:1:0:4:1:0:0;component5:E081-8:1:0:5:1:0:0;component6:G932-1:1:0:6:1:0:0;component7:K030-1:1:0:7:1:0:0;component8:K000:1:0:8:1:0:0;component9:G953-1:1:0:9:1:0:0;component10:G953-2:1:0:10:1:0:0;component11:G464-1:1:0:11:1:0:0;component12:RT-0:1:0:12:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7;component8:cname:checkbox:1:8;component9:cname:checkbox:1:9;component10:cname:checkbox:1:10;component11:cname:checkbox:1:11;component12:cname:checkbox:1:12,,,
G960-vin,,Enzymes,bundle,Default Category,base,G960name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g960name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G960-1:1:0:0:1:0:0;component1:G960-2:1:0:1:1:0:0;component2:G960-3:1:0:2:1:0:0;component3:K045-1:1:0:3:1:0:0;component4:K000:1:0:4:1:0:0;component5:G464-1:1:0:5:1:0:0;component6:RT-0:1:0:6:1:0:0;component7:G932-1:1:0:7:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7,,,
G961-vin,,Enzymes,bundle,Default Category,base,G961name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g961name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G961-1:1:0:0:1:0:0;component1:G961-2:1:0:1:1:0:0;component2:G961-3:1:0:2:1:0:0;component3:E081-1:1:0:3:1:0:0;component4:E081-7:1:0:4:1:0:0;component5:E081-8:1:0:5:1:0:0;component6:G464-1:1:0:6:1:0:0;component7:RT-0:1:0:7:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7,,,
G963-vin,,Enzymes,bundle,Default Category,base,G963name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g963name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G961-1:1:0:0:1:0:0;component1:G961-2:1:0:1:1:0:0;component2:G961-3:1:0:2:1:0:0;component3:E081-1:1:0:3:1:0:0;component4:E081-7:1:0:4:1:0:0;component5:E081-8:1:0:5:1:0:0;component6:G464-1:1:0:6:1:0:0;component7:K045-1:1:0:7:1:0:0;component8:K000:1:0:8:1:0:0;component9:G960-1:1:0:9:1:0:0;component10:G960-3:1:0:10:1:0:0;component11:G932-1:1:0:11:1:0:0;component12:RT-0:1:0:12:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7;component8:cname:checkbox:1:8;component9:cname:checkbox:1:9;component10:cname:checkbox:1:10;component11:cname:checkbox:1:11;component12:cname:checkbox:1:12,,,
G964-vin,,Enzymes,bundle,Default Category,base,G964name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g964name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G464-1:1:0:0:1:0:0;component1:G964-1:1:0:1:1:0:0;component2:G964-2:1:0:2:1:0:0;component3:G964-3:1:0:3:1:0:0;component4:E081-1:1:0:4:1:0:0;component5:E081-7:1:0:5:1:0:0;component6:E081-8:1:0:6:1:0:0;component7:RT-0:1:0:7:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7,,,
G965-vin,,Enzymes,bundle,Default Category,base,G965name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g965name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K100:1:0:0:1:0:0;component1:G965-1:1:0:1:1:0:0;component2:G965-2:1:0:2:1:0:0;component3:G965-3:1:0:3:1:0:0;component4:G965-4:1:0:4:1:0:0;component5:G932-1:1:0:5:1:0:0;component6:G464-1:1:0:6:1:0:0;component7:RT-0:1:0:7:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7,,,
G966-vin,,Enzymes,bundle,Default Category,base,G966name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g966name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K100:1:0:0:1:0:0;component1:G966-1:1:0:1:1:0:0;component2:G966-2:1:0:2:1:0:0;component3:G966-3:1:0:3:1:0:0;component4:G966-4:1:0:4:1:0:0;component5:G932-1:1:0:5:1:0:0;component6:G464-1:1:0:6:1:0:0;component7:RT-0:1:0:7:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7,,,
G967-vin,,Enzymes,bundle,Default Category,base,G967name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g967name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G464-1:1:0:0:1:0:0;component1:G964-1:1:0:1:1:0:0;component2:G964-2:1:0:2:1:0:0;component3:G964-3:1:0:3:1:0:0;component4:E081-1:1:0:4:1:0:0;component5:E081-7:1:0:5:1:0:0;component6:E081-8:1:0:6:1:0:0;component7:K100:1:0:7:1:0:0;component8:G965-1:1:0:8:1:0:0;component9:G965-3:1:0:9:1:0:0;component10:G965-4:1:0:10:1:0:0;component11:G932-1:1:0:11:1:0:0;component12:RT-0:1:0:12:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7;component8:cname:checkbox:1:8;component9:cname:checkbox:1:9;component10:cname:checkbox:1:10;component11:cname:checkbox:1:11;component12:cname:checkbox:1:12,,,
G968-vin,,Enzymes,bundle,Default Category,base,G968name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g968name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G464-1:1:0:0:1:0:0;component1:G964-1:1:0:1:1:0:0;component2:G964-2:1:0:2:1:0:0;component3:G964-3:1:0:3:1:0:0;component4:E081-1:1:0:4:1:0:0;component5:E081-7:1:0:5:1:0:0;component6:E081-8:1:0:6:1:0:0;component7:K100:1:0:7:1:0:0;component8:G966-1:1:0:8:1:0:0;component9:G966-3:1:0:9:1:0:0;component10:G966-4:1:0:10:1:0:0;component11:G932-1:1:0:11:1:0:0;component12:RT-0:1:0:12:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7;component8:cname:checkbox:1:8;component9:cname:checkbox:1:9;component10:cname:checkbox:1:10;component11:cname:checkbox:1:11;component12:cname:checkbox:1:12,,,
K008-vin,,Cas9 Proteins,bundle,Default Category,base,K008name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k008name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K008-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K030-vin,,Cas9 Proteins,bundle,Default Category,base,K030name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k030name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K030-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K032-vin,,Cas9 Proteins,bundle,Default Category,base,K032name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k032name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K032-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K034-vin,,Cas9 Proteins,bundle,Default Category,base,K034name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k034name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K034-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K036-vin,,Cas9 Proteins,bundle,Default Category,base,K036name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k036name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K036-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K038-vin,,Cas9 Proteins,bundle,Default Category,base,K038name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k038name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K038-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K040-vin,,Cas9 Proteins,bundle,Default Category,base,K040name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k040name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K040-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K042-vin,,Cas9 Proteins,bundle,Default Category,base,K042name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k042name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K042-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K044-vin,,Cas9 Proteins,bundle,Default Category,base,K044name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k044name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K044-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K045-vin,,Cas9 Proteins,bundle,Default Category,base,K045name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k045name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K045-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K046-vin,,Cas9 Proteins,bundle,Default Category,base,K046name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k046name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K046-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K047-vin,,Cas9 Proteins,bundle,Default Category,base,K047name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k047name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K047-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K048-vin,,Cas9 Proteins,bundle,Default Category,base,K048name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k048name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K048-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K049-vin,,Cas9 Proteins,bundle,Default Category,base,K049name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k049name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K049-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K086-vin,,Cas9 Proteins,bundle,Default Category,base,K086name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k086name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K086-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K087-vin,,Cas9 Proteins,bundle,Default Category,base,K087name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k087name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K087-1:1:0:0:1:0:0;component1:K100:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K088-vin,,Cas9 Proteins,bundle,Default Category,base,K088name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k088name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K088-1:1:0:0:1:0:0;component1:K100:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K108-vin,,Cas9 Proteins,bundle,Default Category,base,K108name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k108name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K108-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
K130-vin,,Cas9 Proteins,bundle,Default Category,base,K130name,,,,1,Taxable Goods,"Catalog, Search",99999,30,k130name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:K130-1:1:0:0:1:0:0;component1:K000:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
