sku,attribute_set,type,name,price,sterility,appearance_general,storage_condition,caution,qty,visibility,categories,product_websites,simples_skus,configurable_attributes,is_in_stock,description,url_key
TM4654,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4654,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4654-cell-line-tm4654
TM4655,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4655,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4655-cell-line-tm4655
TM4656,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4656,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4656-cell-line-tm4656
TM4657,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4657,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4657-cell-line-tm4657
TM4650,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4650,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4650-cell-line-tm4650
TM4651,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4651,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4651-cell-line-tm4651
TM4652,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4652,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4652-cell-line-tm4652
TM4534,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4534,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4534-cell-line-tm4534
TM4535,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4535,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4535-cell-line-tm4535
TM4540,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4540,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4540-cell-line-tm4540
TM4550,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4550,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4550-cell-line-tm4550
TM4560,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4560,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4560-cell-line-tm4560
TM4562,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4562,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4562-cell-line-tm4562
TM4561,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4561,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4561-cell-line-tm4561
TM4563,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4563,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4563-cell-line-tm4563
TM4543,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4543,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4543-cell-line-tm4543
TM4544,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4544,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4544-cell-line-tm4544
TM4541,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4541,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4541-cell-line-tm4541
TM4542,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4542,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4542-cell-line-tm4542
TM4632,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4632,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4632-cell-line-tm4632
TM4633,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4633,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4633-cell-line-tm4633
TM4634,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4634,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4634-cell-line-tm4634
TM4635,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4635,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4635-cell-line-tm4635
TM4636,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4636,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4636-cell-line-tm4636
TM4637,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4637,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4637-cell-line-tm4637
TM4638,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4638,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4638-cell-line-tm4638
TM4639,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4639,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4639-cell-line-tm4639
TM4640,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4640,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4640-cell-line-tm4640
TM4641,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4641,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4641-cell-line-tm4641
TM4642,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4642,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4642-cell-line-tm4642
TM4570,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4570,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4570-cell-line-tm4570
TM4571,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4571,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4571-cell-line-tm4571
TM4572,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4572,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4572-cell-line-tm4572
TM4573,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4573,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4573-cell-line-tm4573
TM4574,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4574,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4574-cell-line-tm4574
TM4580,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4580,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4580-cell-line-tm4580
TM4582,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4582,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4582-cell-line-tm4582
TM4581,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4581,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4581-cell-line-tm4581
TM4583,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4583,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4583-cell-line-tm4583
TM4590,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4590,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4590-cell-line-tm4590
TM4591,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4591,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4591-cell-line-tm4591
TM4592,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4592,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4592-cell-line-tm4592
TM4600,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4600,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4600-cell-line-tm4600
TM4610,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4610,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4610-cell-line-tm4610
TM4611,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4611,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4611-cell-line-tm4611
TM4612,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4612,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4612-cell-line-tm4612
TM4533,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4533,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4533-cell-line-tm4533
TM4532,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4532,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4532-cell-line-tm4532
TM4530,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4530,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4530-cell-line-tm4530
TM4531,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4531,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4531-cell-line-tm4531
TM4524,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4524,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4524-cell-line-tm4524
TM4522,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4522,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4522-cell-line-tm4522
TM4523,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4523,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4523-cell-line-tm4523
TM4521,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4521,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4521-cell-line-tm4521
TM4519,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4519,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4519-cell-line-tm4519
